@_id,OrphaCode,Name/#text,DisorderType/Name/#text,DisorderGroup/Name/#text,DisorderGeneAssociationList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Symbol,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/GeneType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/Locus/GeneLocus,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationStatus/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/0/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/1/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/2/#text
10719,53347,Brody myopathy,Disease,Disorder,1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,ATP2A1,3.0,gene with protein product,6.0,Ensembl,ENSG00000196296,Genatlas,ATP2A1,HGNC,OMIM,811,108730,O14983,O14983,Reactome,SwissProt,1.0,16p11.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,SERCA1,calcium pump 1,sarcoplasmic/endoplasmic reticulum calcium ATPase 1
10723,53540,Goldmann-Favre syndrome,Disease,Disorder,1,nuclear receptor subfamily 2 group E member 3,NR2E3,3.0,gene with protein product,7.0,Ensembl,ENSG00000278570,Genatlas,NR2E3,HGNC,IUPHAR,7974,616,604485,Q9Y5X4,OMIM,Reactome,1.0,15q23,Disease-causing germline mutation(s) in,Assessed,PNR,RP37,rd7
10720,53351,X-linked dystonia-parkinsonism,Disease,Disorder,1,TATA-box binding protein associated factor 1,TAF1,4.0,gene with protein product,7.0,Genatlas,TAF1,HGNC,11535,IUPHAR,OMIM,2231,313650,P21675,P21675,Reactome,SwissProt,1.0,Xq13.1,Disease-causing germline mutation(s) in,Assessed,DYT3/TAF1,KAT4,NSCL2
27964,538934,X-linked lymphoproliferative disease due to XIAP deficiency,Disease,Disorder,1,X-linked inhibitor of apoptosis,XIAP,3.0,gene with protein product,6.0,Ensembl,ENSG00000101966,Genatlas,XIAP,HGNC,OMIM,592,300079,P98170,P98170,Reactome,SwissProt,1.0,Xq25,Disease-causing germline mutation(s) in,Assessed,IAP-like protein 1,ILP-1,hILP
27963,538931,X-linked lymphoproliferative disease due to SH2D1A deficiency,Disease,Disorder,1,SH2 domain containing 1A,SH2D1A,7.0,gene with protein product,6.0,Ensembl,ENSG00000183918,Genatlas,SH2D1A,HGNC,OMIM,10820,300490,O60880,O60880,Reactome,SwissProt,1.0,Xq25,Disease-causing germline mutation(s) in,Assessed,DSHP,Duncan's disease,EBVS
10737,53693,GRACILE syndrome,Disease,Disorder,1,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",BCS1L,6.0,gene with protein product,6.0,Ensembl,ENSG00000074582,Genatlas,BCS1L,HGNC,OMIM,1020,603647,Q9Y276,Q9Y276,Reactome,SwissProt,1.0,2q35,Disease-causing germline mutation(s) in,Assessed,BCS,BJS,Bjornstad syndrome
27969,538963,Combined immunodeficiency due to ITK deficiency,Disease,Disorder,1,IL2 inducible T cell kinase,ITK,3.0,gene with protein product,7.0,SwissProt,Q08881,Ensembl,ENSG00000113263,Genatlas,HGNC,ITK,6171,2046,186973,IUPHAR,OMIM,1.0,5q33.3,Disease-causing germline mutation(s) in,Assessed,EMT,LYK,PSCTK2
10630,48652,Monosomy 22q13.3,Malformation syndrome,Disorder,1,SH3 and multiple ankyrin repeat domains 3,SHANK3,6.0,gene with protein product,6.0,Reactome,Q9BYB0,Ensembl,ENSG00000251322,Genatlas,HGNC,SHANK3,14294,606230,Q9BYB0,OMIM,SwissProt,1.0,22q13.33,Role in the phenotype of,Assessed,KIAA1650,PSAP2,SPANK-2
28017,541423,Growth delay-intellectual disability-hepatopathy syndrome,Disease,Disorder,1,isoleucyl-tRNA synthetase,IARS,3.0,gene with protein product,6.0,Genatlas,IARS,HGNC,5330,OMIM,SwissProt,600709,P41252,P41252,ENSG00000196305,Reactome,Ensembl,1.0,9q22.31,Disease-causing germline mutation(s) in,Assessed,IARS1,ILRS,"isoleucine tRNA ligase 1, cytoplasmic"
10676,51636,WHIM syndrome,Disease,Disorder,1,C-X-C motif chemokine receptor 4,CXCR4,9.0,gene with protein product,7.0,Ensembl,ENSG00000121966,Genatlas,CXCR4,HGNC,IUPHAR,2561,71,162643,P61073,OMIM,Reactome,1.0,2q22.1,Disease-causing germline mutation(s) (gain of function) in,Assessed,CD184,D2S201E,HM89
10575,42665,Tietz syndrome,Malformation syndrome,Disorder,1,melanocyte inducing transcription factor,MITF,3.0,gene with protein product,6.0,Ensembl,ENSG00000187098,Genatlas,MITF,HGNC,OMIM,7105,156845,O75030,O75030,Reactome,SwissProt,1.0,3p13,Disease-causing germline mutation(s) in,Assessed,MI,bHLHe32,homolog of mouse microphthalmia
10579,43115,Hereditary myopathy with lactic acidosis due to ISCU deficiency,Disease,Disorder,1,iron-sulfur cluster assembly enzyme,ISCU,3.0,gene with protein product,6.0,Ensembl,ENSG00000136003,Genatlas,ISCU,HGNC,OMIM,29882,611911,Q9H1K1,Q9H1K1,Reactome,SwissProt,1.0,12q23.3,Disease-causing germline mutation(s) in,Assessed,ISU2,IscU,hnifU
28070,544254,SYNGAP1-related developmental and epileptic encephalopathy,Disease,Disorder,1,synaptic Ras GTPase activating protein 1,SYNGAP1,3.0,gene with protein product,6.0,Ensembl,ENSG00000197283,Genatlas,SYNGAP1,HGNC,OMIM,11497,603384,Q96PV0,Q96PV0,Reactome,SwissProt,1.0,6p21.32,Disease-causing germline mutation(s) in,Assessed,KIAA1938,RASA5,SYNGAP
10607,47044,Hereditary papillary renal cell carcinoma,Disease,Disorder,1,"MET proto-oncogene, receptor tyrosine kinase",MET,4.0,gene with protein product,7.0,Ensembl,ENSG00000105976,Genatlas,MET,HGNC,IUPHAR,7029,1815,164860,P08581,OMIM,Reactome,1.0,7q31,Disease-causing germline mutation(s) in,Assessed,DFNB97,HGFR,RCCP2
10608,47045,Familial cold urticaria,Disease,Disorder,1,NLR family pyrin domain containing 3,NLRP3,11.0,gene with protein product,6.0,Ensembl,ENSG00000162711,Genatlas,NLRP3,HGNC,OMIM,16400,606416,Q96P20,Q96P20,Reactome,SwissProt,1.0,1q44,Disease-causing germline mutation(s) (gain of function) in,Assessed,AGTAVPRL,AII,AVP
28119,555877,FLNA-related X-linked myxomatous valvular dysplasia,Morphological anomaly,Disorder,1,filamin A,FLNA,3.0,gene with protein product,6.0,Ensembl,ENSG00000196924,Genatlas,FLNA,HGNC,OMIM,3754,300017,P21333,P21333,Reactome,SwissProt,1.0,Xq28,Disease-causing germline mutation(s) in,Assessed,ABP-280,actin binding protein 280,alpha filamin
28139,556985,Early-onset calcifying leukoencephalopathy-skeletal dysplasia,Disease,Disorder,1,colony stimulating factor 1 receptor,CSF1R,3.0,gene with protein product,7.0,Reactome,P07333,Ensembl,ENSG00000182578,Genatlas,HGNC,CSF1R,2433,1806,164770,IUPHAR,OMIM,1.0,5q32,Disease-causing germline mutation(s) in,Assessed,C-FMS,CD115,CSFR
11940,90045,Hereditary folate malabsorption,Disease,Disorder,1,solute carrier family 46 member 1,SLC46A1,5.0,gene with protein product,6.0,Ensembl,ENSG00000076351,Genatlas,SLC46A1,HGNC,OMIM,30521,611672,Q96NT5,Q96NT5,Reactome,SwissProt,1.0,17q11.2,Disease-causing germline mutation(s) in,Assessed,HCP1,MGC9564,PCFT
11939,90044,Familial pseudohyperkalemia,Disease,Disorder,1,ATP binding cassette subfamily B member 6 (Langereis blood group),ABCB6,4.0,gene with protein product,6.0,Ensembl,ENSG00000115657,Genatlas,ABCB6,HGNC,OMIM,47,605452,Q9NP58,Q9NP58,Reactome,SwissProt,1.0,2q35,Disease-causing germline mutation(s) (gain of function) in,Assessed,ATP-binding cassette half-transporter,EST45597,MTABC3
11926,90024,"Deafness with labyrinthine aplasia, microtia, and microdontia",Malformation syndrome,Disorder,1,fibroblast growth factor 3,FGF3,5.0,gene with protein product,6.0,Ensembl,ENSG00000186895,Genatlas,FGF3,HGNC,OMIM,3681,164950,P11487,P11487,Reactome,SwissProt,1.0,11q13.3,Disease-causing germline mutation(s) in,Assessed,HBGF-3,INT-2 proto-oncogene protein,V-INT2 murine mammary tumor virus integration site oncogene homolog
11925,90023,Primary immunodeficiency syndrome due to LAMTOR2 deficiency,Disease,Disorder,1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",LAMTOR2,8.0,gene with protein product,6.0,Ensembl,ENSG00000116586,Genatlas,LAMTOR2,HGNC,OMIM,29796,610389,Q9Y2Q5,Q9Y2Q5,Reactome,SwissProt,1.0,1q22,Disease-causing germline mutation(s) in,Assessed,ENDAP,Endosomal adaptor protein,MAPBPIP
12018,90340,Blau syndrome,Disease,Disorder,1,nucleotide binding oligomerization domain containing 2,NOD2,8.0,gene with protein product,6.0,Ensembl,ENSG00000167207,Genatlas,NOD2,HGNC,OMIM,5331,605956,Q9HC29,Q9HC29,Reactome,SwissProt,1.0,16q12.1,Disease-causing germline mutation(s) in,Assessed,BLAU,CD,CLR16.3
12005,90308,Klippel-Tr�naunay syndrome,Clinical subtype,Subtype of disorder,1,angiogenic factor with G-patch and FHA domains 1,AGGF1,5.0,gene with protein product,6.0,Reactome,Q8N302,Ensembl,ENSG00000164252,Genatlas,HGNC,AGGF1,24684,608464,Q8N302,OMIM,SwissProt,1.0,5q13.3,Major susceptibility factor in,Assessed,FLJ10283,GPATC7,GPATCH7
12004,90307,Parkes Weber syndrome,Clinical subtype,Subtype of disorder,1,RAS p21 protein activator 1,RASA1,7.0,gene with protein product,6.0,Ensembl,ENSG00000145715,Genatlas,RASA1,HGNC,OMIM,9871,139150,P20936,P20936,Reactome,SwissProt,1.0,5q14.3,Disease-causing germline mutation(s) in,Assessed,CM-AVM,GAP,capillary malformation-arteriovenous malformation
11984,90153,Mandibuloacral dysplasia with type A lipodystrophy,Clinical subtype,Subtype of disorder,1,lamin A/C,LMNA,3.0,gene with protein product,6.0,Ensembl,ENSG00000160789,Genatlas,LMNA,HGNC,OMIM,6636,150330,P02545,P02545,Reactome,SwissProt,1.0,1q22,Disease-causing germline mutation(s) in,Assessed,HGPS,MADA,mandibuloacral dysplasia type A
11985,90154,Mandibuloacral dysplasia with type B lipodystrophy,Clinical subtype,Subtype of disorder,1,zinc metallopeptidase STE24,ZMPSTE24,7.0,gene with protein product,6.0,Ensembl,ENSG00000084073,Genatlas,ZMPSTE24,HGNC,OMIM,12877,606480,O75844,O75844,SwissProt,Reactome,1.0,1p34.2,Disease-causing germline mutation(s) in,Assessed,CAAX prenyl protease 1 homolog,FACE-1,HGPS
11979,90118,Severe early-onset axonal neuropathy due to MFN2 deficiency,Disease,Disorder,1,mitofusin 2,MFN2,4.0,gene with protein product,6.0,Ensembl,ENSG00000116688,Genatlas,MFN2,HGNC,OMIM,16877,608507,O95140,O95140,Reactome,SwissProt,1.0,1p36.22,Disease-causing germline mutation(s) in,Assessed,CMT2A2,CPRP1,KIAA0214
11978,90117,"Hereditary motor and sensory neuropathy, Okinawa type",Disease,Disorder,1,trafficking from ER to golgi regulator,TFG,3.0,gene with protein product,6.0,Ensembl,ENSG00000114354,Genatlas,TFG,HGNC,OMIM,11758,602498,Q92734,Q92734,Reactome,SwissProt,1.0,3q12.2,Disease-causing germline mutation(s) in,Assessed,FLJ36137,SPG57,TF6
11820,88644,"Autosomal recessive ataxia, Beauce type",Disease,Disorder,1,spectrin repeat containing nuclear envelope protein 1,SYNE1,13.0,gene with protein product,6.0,Ensembl,ENSG00000131018,Genatlas,SYNE1,HGNC,OMIM,17089,608441,Q8NF91,Q8NF91,Reactome,SwissProt,1.0,6q25.2,Disease-causing germline mutation(s) in,Assessed,8B,ARCA1,CPG2
11814,88635,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,Disease,Disorder,1,calsequestrin 1,CASQ1,3.0,gene with protein product,6.0,Ensembl,ENSG00000143318,Genatlas,CASQ1,HGNC,OMIM,1512,114250,P31415,P31415,Reactome,SwissProt,1.0,1q23.2,Disease-causing germline mutation(s) in,Assessed,PDIB1,calmitine,"calsequestrin 1, fast-twitch, skeletal muscle"
11809,88628,Posterior column ataxia-retinitis pigmentosa syndrome,Disease,Disorder,1,feline leukemia virus subgroup C cellular receptor 1,FLVCR1,4.0,gene with protein product,6.0,Genatlas,FLVCR1,HGNC,24682,OMIM,Reactome,609144,Q9Y5Y0,Q9Y5Y0,ENSG00000162769,SwissProt,Ensembl,1.0,1q32.3,Disease-causing germline mutation(s) in,Assessed,FLVCR,MFSD7B,PCA
11810,88629,Tritanopia,Disease,Disorder,1,"opsin 1, short wave sensitive",OPN1SW,4.0,gene with protein product,6.0,Ensembl,ENSG00000128617,Genatlas,OPN1SW,HGNC,OMIM,1012,613522,P03999,P03999,Reactome,SwissProt,1.0,7q32.1,Disease-causing germline mutation(s) in,Assessed,BOP,Blue-sensitive opsin,CBT
11811,88630,Terminal osseous dysplasia-pigmentary defects syndrome,Malformation syndrome,Disorder,1,filamin A,FLNA,3.0,gene with protein product,6.0,Ensembl,ENSG00000196924,Genatlas,FLNA,HGNC,OMIM,3754,300017,P21333,P21333,Reactome,SwissProt,1.0,Xq28,Disease-causing germline mutation(s) in,Assessed,ABP-280,actin binding protein 280,alpha filamin
11806,88619,Familial acute necrotizing encephalopathy,Disease,Disorder,1,RAN binding protein 2,RANBP2,3.0,gene with protein product,6.0,Ensembl,ENSG00000153201,Genatlas,RANBP2,HGNC,OMIM,9848,601181,P49792,P49792,Reactome,SwissProt,1.0,2q13,Major susceptibility factor in,Assessed,ADANE,NUP358,nucleoporin 358
27328,521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,Disease,Disorder,1,ATPase Na+/K+ transporting subunit alpha 1,ATP1A1,3.0,gene with protein product,7.0,IUPHAR,833,OMIM,182310,Reactome,SwissProt,P05023,P05023,ENSG00000163399,ATP1A1,Ensembl,Genatlas,1.0,1p13.1,Disease-causing germline mutation(s) in,Assessed,sodium pump subunit alpha-1,sodium-potassium ATPase catalytic subunit alpha-1,sodium/potassium-transporting ATPase subunit alpha-1
27320,521258,Xq25 microduplication syndrome,Malformation syndrome,Disorder,1,stromal antigen 2,STAG2,3.0,gene with protein product,6.0,Genatlas,STAG2,OMIM,300826,SwissProt,Ensembl,Q8N3U4,ENSG00000101972,Q8N3U4,11355,Reactome,HGNC,1.0,Xq25,Role in the phenotype of,Assessed,SA-2,SA2,SCC3B
11881,88949,MUC1-related autosomal dominant tubulointerstitial kidney disease,Clinical subtype,Subtype of disorder,1,"mucin 1, cell surface associated",MUC1,6.0,gene with protein product,6.0,Ensembl,ENSG00000185499,Genatlas,MUC1,HGNC,OMIM,7508,158340,P15941,P15941,Reactome,SwissProt,1.0,1q22,Disease-causing germline mutation(s) in,Assessed,ADMCKD,ADMCKD1,CD227
11872,88940,Pseudohypoaldosteronism type 2C,Etiological subtype,Subtype of disorder,1,WNK lysine deficient protein kinase 1,WNK1,3.0,gene with protein product,7.0,Ensembl,ENSG00000060237,Genatlas,WNK1,HGNC,IUPHAR,14540,2280,605232,Q9H4A3,OMIM,Reactome,1.0,12p13.33,Disease-causing germline mutation(s) in,Assessed,HSAN2,PPP1R167,"protein phosphatase 1, regulatory subunit 167"
27492,528091,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,Disease,Disorder,1,"leucyl-tRNA synthetase 2, mitochondrial",LARS2,5.0,gene with protein product,6.0,Ensembl,ENSG00000011376,Genatlas,LARS2,HGNC,OMIM,17095,604544,Q15031,Q15031,Reactome,SwissProt,1.0,3p21.31,Candidate gene tested in,Not yet assessed,KIAA0028,LEURS,"Leucine tRNA ligase 2, mitochondrial"
12205,93262,Crouzon syndrome-acanthosis nigricans syndrome,Malformation syndrome,Disorder,1,fibroblast growth factor receptor 3,FGFR3,3.0,gene with protein product,7.0,Ensembl,ENSG00000068078,Genatlas,FGFR3,HGNC,IUPHAR,3690,1810,134934,P22607,OMIM,Reactome,1.0,4p16.3,Disease-causing germline mutation(s) in,Assessed,CD333,CEK2,JTK4
12203,93260,Pfeiffer syndrome type 3,Clinical subtype,Subtype of disorder,1,fibroblast growth factor receptor 2,FGFR2,8.0,gene with protein product,7.0,Ensembl,ENSG00000066468,Genatlas,FGFR2,HGNC,IUPHAR,3689,1809,176943,P21802,OMIM,Reactome,1.0,10q26.13,Disease-causing germline mutation(s) (gain of function) in,Assessed,CD332,CEK3,Crouzon syndrome
12202,93259,Pfeiffer syndrome type 2,Clinical subtype,Subtype of disorder,1,fibroblast growth factor receptor 2,FGFR2,8.0,gene with protein product,7.0,Ensembl,ENSG00000066468,Genatlas,FGFR2,HGNC,IUPHAR,3689,1809,176943,P21802,OMIM,Reactome,1.0,10q26.13,Disease-causing germline mutation(s) (gain of function) in,Assessed,CD332,CEK3,Crouzon syndrome
12213,93270,"Short rib-polydactyly syndrome, Saldino-Noonan type",Malformation syndrome,Disorder,1,dynein cytoplasmic 2 heavy chain 1,DYNC2H1,4.0,gene with protein product,6.0,Genatlas,DYNC2H1,HGNC,2962,OMIM,Reactome,603297,Q8NCM8,Q8NCM8,ENSG00000187240,SwissProt,Ensembl,1.0,11q22.3,Disease-causing germline mutation(s) in,Assessed,DHC1b,DHC2,DYH1B
12222,93282,"Spondyloepimetaphyseal dysplasia, PAPSS2 type",Disease,Disorder,1,3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPSS2,5.0,gene with protein product,6.0,Ensembl,ENSG00000198682,Genatlas,PAPSS2,HGNC,OMIM,8604,603005,O95340,O95340,Reactome,SwissProt,1.0,10q23.2-q23.31,Disease-causing germline mutation(s) in,Assessed,ATPSK2,adenosine 5'-phosphosulfate kinase,adenylyl-sulfate kinase
12218,93276,Polyostotic fibrous dysplasia,Clinical subtype,Subtype of disorder,1,GNAS complex locus,GNAS,8.0,gene with protein product,10.0,Reactome,Q5JWF2,SwissProt,P63092,SwissProt,SwissProt,P84996,Q5JWF2,ENSG00000087460,GNAS,Ensembl,Genatlas,1.0,20q13.32,Disease-causing somatic mutation(s) in,Assessed,G protein subunit alpha S,GNASXL,GPSA
12219,93277,Monostotic fibrous dysplasia,Clinical subtype,Subtype of disorder,1,GNAS complex locus,GNAS,8.0,gene with protein product,10.0,Reactome,Q5JWF2,SwissProt,P63092,SwissProt,SwissProt,P84996,Q5JWF2,ENSG00000087460,GNAS,Ensembl,Genatlas,1.0,20q13.32,Disease-causing somatic mutation(s) in,Assessed,G protein subunit alpha S,GNASXL,GPSA
12216,93274,Thanatophoric dysplasia type 2,Clinical subtype,Subtype of disorder,1,fibroblast growth factor receptor 3,FGFR3,3.0,gene with protein product,7.0,Ensembl,ENSG00000068078,Genatlas,FGFR3,HGNC,IUPHAR,3690,1810,134934,P22607,OMIM,Reactome,1.0,4p16.3,Disease-causing germline mutation(s) in,Assessed,CD333,CEK2,JTK4
12162,92050,Congenital tufting enteropathy,Disease,Disorder,1,epithelial cell adhesion molecule,EPCAM,19.0,gene with protein product,6.0,Reactome,P16422,Ensembl,ENSG00000119888,Genatlas,HGNC,EPCAM,11529,185535,P16422,OMIM,SwissProt,1.0,2p21,Disease-causing germline mutation(s) in,Assessed,17-1A,323/A3,CD326
12173,93160,Hypocalcemic vitamin D-resistant rickets,Disease,Disorder,1,vitamin D receptor,VDR,4.0,gene with protein product,7.0,Ensembl,ENSG00000111424,Genatlas,VDR,HGNC,IUPHAR,12679,605,601769,P11473,OMIM,Reactome,1.0,12q13.11,Disease-causing germline mutation(s) in,Assessed,"1,25- dihydroxyvitamin D3 receptor",NR1I1,PPP1R163
12177,93172,"Renal dysplasia, unilateral",Clinical subtype,Subtype of disorder,1,HNF1 homeobox B,HNF1B,4.0,gene with protein product,6.0,Ensembl,ENSG00000275410,Genatlas,HNF1B,HGNC,OMIM,11630,189907,P35680,P35680,Reactome,SwissProt,1.0,17q12,Disease-causing germline mutation(s) in,Assessed,HNF1beta,LFB3,MODY5
12178,93173,"Renal dysplasia, bilateral",Clinical subtype,Subtype of disorder,1,HNF1 homeobox B,HNF1B,4.0,gene with protein product,6.0,Ensembl,ENSG00000275410,Genatlas,HNF1B,HGNC,OMIM,11630,189907,P35680,P35680,Reactome,SwissProt,1.0,17q12,Disease-causing germline mutation(s) in,Assessed,HNF1beta,LFB3,MODY5
12259,93322,Tibial hemimelia,Morphological anomaly,Disorder,1,GLI family zinc finger 3,GLI3,9.0,gene with protein product,6.0,Ensembl,ENSG00000106571,Genatlas,GLI3,HGNC,OMIM,4319,165240,P10071,P10071,Reactome,SwissProt,1.0,7p14.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,ACLS,DNA-binding protein,PAP-A
12273,93338,Polysyndactyly,Morphological anomaly,Disorder,1,GLI family zinc finger 3,GLI3,9.0,gene with protein product,6.0,Ensembl,ENSG00000106571,Genatlas,GLI3,HGNC,OMIM,4319,165240,P10071,P10071,Reactome,SwissProt,1.0,7p14.1,Disease-causing germline mutation(s) in,Assessed,ACLS,DNA-binding protein,PAP-A
12283,93349,X-linked spondyloepimetaphyseal dysplasia,Disease,Disorder,1,biglycan,BGN,3.0,gene with protein product,6.0,HGNC,1044,OMIM,301870,Genatlas,SwissProt,BGN,P21810,P21810,ENSG00000182492,Reactome,Ensembl,1.0,Xq28,Disease-causing germline mutation(s) in,Assessed,DSPG1,SLRR1A,biglycan proteoglycan
12224,93284,Spondyloepiphyseal dysplasia tarda,Disease,Disorder,1,trafficking protein particle complex 2,TRAPPC2,5.0,gene with protein product,6.0,Ensembl,ENSG00000196459,Genatlas,TRAPPC2,HGNC,OMIM,23068,300202,P0DI81,P0DI81,Reactome,SwissProt,1.0,Xp22.2,Disease-causing germline mutation(s) in,Assessed,MIP-2A,SEDT,TRS20
12236,93299,Achondrogenesis type 1A,Clinical subtype,Subtype of disorder,1,thyroid hormone receptor interactor 11,TRIP11,5.0,gene with protein product,6.0,OMIM,604505,Reactome,Q15643,SwissProt,Ensembl,Q15643,ENSG00000100815,TRIP11,12305,Genatlas,HGNC,1.0,14q32.12,Disease-causing germline mutation(s) (loss of function) in,Assessed,CEV14,GMAP-210,GMAP210
12241,93304,Autosomal dominant brachyolmia,Malformation syndrome,Disorder,1,transient receptor potential cation channel subfamily V member 4,TRPV4,7.0,gene with protein product,7.0,Ensembl,ENSG00000111199,Genatlas,TRPV4,HGNC,IUPHAR,18083,510,605427,Q9HBA0,OMIM,Reactome,1.0,12q24.11,Disease-causing germline mutation(s) (gain of function) in,Assessed,CMT2C,OTRPC4,TRP12
12245,93308,Multiple epiphyseal dysplasia type 1,Disease,Disorder,1,cartilage oligomeric matrix protein,COMP,3.0,gene with protein product,6.0,Ensembl,ENSG00000105664,Genatlas,COMP,HGNC,OMIM,2227,600310,P49747,P49747,Reactome,SwissProt,1.0,19p13.11,Disease-causing germline mutation(s) in,Assessed,MED,THBS5,thrombospondin-5
12251,93314,"Spondylometaphyseal dysplasia, Kozlowski type",Disease,Disorder,1,transient receptor potential cation channel subfamily V member 4,TRPV4,7.0,gene with protein product,7.0,Ensembl,ENSG00000111199,Genatlas,TRPV4,HGNC,IUPHAR,18083,510,605427,Q9HBA0,OMIM,Reactome,1.0,12q24.11,Disease-causing germline mutation(s) in,Assessed,CMT2C,OTRPC4,TRP12
12254,93317,"Spondylometaphyseal dysplasia, Sedaghatian type",Malformation syndrome,Disorder,1,glutathione peroxidase 4,GPX4,3.0,gene with protein product,6.0,OMIM,138322,Reactome,P36969,SwissProt,Ensembl,P36969,ENSG00000167468,GPX4,4556,Genatlas,HGNC,1.0,19p13.3,Disease-causing germline mutation(s) in,Assessed,MCSP,PHGPx,phospholipid hydroperoxidase
12066,90658,Charcot-Marie-Tooth disease type 1E,Disease,Disorder,1,peripheral myelin protein 22,PMP22,3.0,gene with protein product,6.0,Reactome,Q01453,Ensembl,ENSG00000109099,Genatlas,HGNC,PMP22,9118,601097,Q01453,OMIM,SwissProt,1.0,17p12,Disease-causing germline mutation(s) in,Assessed,GAS3,HNPP,Sp110
27636,529980,Inflammatory bowel disease-recurrent sinopulmonary infections syndrome,Disease,Disorder,1,nuclear factor of activated T cells 5,NFAT5,7.0,gene with protein product,6.0,Reactome,O94916,Genatlas,NFAT5,HGNC,OMIM,7774,604708,ENSG00000102908,O94916,Ensembl,SwissProt,1.0,16q22.1,Candidate gene tested in,Not yet assessed,KIAA0827,NF-AT5,NFATL1
12033,90389,Telangiectasia macularis eruptiva perstans,Clinical subtype,Subtype of disorder,1,"KIT proto-oncogene, receptor tyrosine kinase",KIT,4.0,gene with protein product,7.0,Ensembl,ENSG00000157404,Genatlas,KIT,HGNC,IUPHAR,6342,1805,164920,P10721,OMIM,Reactome,1.0,4q12,Disease-causing germline mutation(s) in,Assessed,C-Kit,CD117,SCFR
12060,90652,Otopalatodigital syndrome type 2,Malformation syndrome,Disorder,1,filamin A,FLNA,3.0,gene with protein product,6.0,Ensembl,ENSG00000196924,Genatlas,FLNA,HGNC,OMIM,3754,300017,P21333,P21333,Reactome,SwissProt,1.0,Xq28,Disease-causing germline mutation(s) (gain of function) in,Assessed,ABP-280,actin binding protein 280,alpha filamin
12062,90654,Stickler syndrome type 2,Clinical subtype,Subtype of disorder,1,collagen type XI alpha 1 chain,COL11A1,3.0,gene with protein product,6.0,Ensembl,ENSG00000060718,Genatlas,COL11A1,HGNC,OMIM,2186,120280,P12107,P12107,Reactome,SwissProt,1.0,1p21.1,Disease-causing germline mutation(s) in,Assessed,CO11A1,STL2,"collagen XI, alpha-1 polypeptide"
12059,90650,Otopalatodigital syndrome type 1,Malformation syndrome,Disorder,1,filamin A,FLNA,3.0,gene with protein product,6.0,Ensembl,ENSG00000196924,Genatlas,FLNA,HGNC,OMIM,3754,300017,P21333,P21333,Reactome,SwissProt,1.0,Xq28,Disease-causing germline mutation(s) (gain of function) in,Assessed,ABP-280,actin binding protein 280,alpha filamin
